               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.026988,            0.010589,                   0,             0.97856,             0.95209,             0.97364,             0.62469,            0.021414,             0.01281,                   0,           0.0095421,           0.0095421,           0.0095421
                  39,            0.025449,            0.010446,                   0,             0.97759,             0.95286,              0.9704,             0.62816,            0.020885,            0.012572,                   0,           0.0095298,           0.0095298,           0.0095298
                  40,            0.024783,            0.010007,                   0,             0.97309,             0.94745,             0.96664,             0.55705,            0.023896,            0.013428,                   0,           0.0095174,           0.0095174,           0.0095174
                  41,            0.025362,            0.010138,                   0,             0.97993,             0.95672,             0.97591,             0.63856,            0.021271,            0.012141,                   0,            0.009505,            0.009505,            0.009505
                  42,            0.026308,            0.010416,                   0,             0.97158,              0.9512,             0.96978,             0.58722,            0.022236,            0.013007,                   0,           0.0094926,           0.0094926,           0.0094926
                  43,            0.027213,            0.010281,                   0,             0.96927,             0.95209,             0.97189,             0.61742,            0.021949,            0.012725,                   0,           0.0094803,           0.0094803,           0.0094803
                  44,            0.026775,             0.01052,                   0,             0.97389,             0.95106,             0.97447,             0.62406,            0.021544,            0.012239,                   0,           0.0094679,           0.0094679,           0.0094679
                  45,            0.025394,             0.01087,                   0,              0.9772,             0.96059,             0.97812,             0.65108,            0.020373,            0.011811,                   0,           0.0094555,           0.0094555,           0.0094555
                  46,            0.027482,             0.01049,                   0,             0.97596,             0.94281,             0.96901,             0.55745,            0.023789,            0.012923,                   0,           0.0094431,           0.0094431,           0.0094431
                  47,            0.024415,            0.010376,                   0,             0.97947,             0.95904,             0.97616,             0.65602,            0.019805,            0.011682,                   0,           0.0094307,           0.0094307,           0.0094307
                  48,            0.024183,             0.01015,                   0,             0.97516,             0.95981,             0.97284,             0.64612,            0.019614,            0.011433,                   0,           0.0094184,           0.0094184,           0.0094184
                  49,            0.023408,            0.010519,                   0,             0.97947,             0.95881,              0.9765,             0.64962,            0.019654,            0.011565,                   0,            0.009406,            0.009406,            0.009406
                  50,            0.024545,           0.0099556,                   0,             0.97794,             0.95054,              0.9673,             0.63189,            0.021058,            0.011848,                   0,           0.0093936,           0.0093936,           0.0093936
                  51,             0.02975,            0.010411,                   0,             0.98087,             0.95111,             0.96697,             0.63465,            0.019567,            0.011519,                   0,           0.0093813,           0.0093813,           0.0093813
                  52,            0.025963,            0.010237,                   0,             0.97793,             0.95859,             0.97435,             0.65975,            0.019794,            0.011652,                   0,           0.0093689,           0.0093689,           0.0093689
