                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    854,                 0.4423,                0.22813,                0.78539,                0.98253,                0.96059,                0.98256,                  0.778,                  0.869,                0.38104,                0.85593,              0.0047221,              0.0047221,              0.0047221
                    855,                0.44218,                0.23582,                0.77928,                0.98406,                0.96059,                0.98305,                0.77903,                0.86961,                0.38036,                0.85533,              0.0047159,              0.0047159,              0.0047159
                    856,                0.44363,                0.23243,                0.77938,                0.98336,                0.95887,                0.98228,                0.77964,                0.86856,                0.38086,                0.85518,              0.0047097,              0.0047097,              0.0047097
                    857,                0.41418,                0.22528,                0.78592,                0.98268,                0.95827,                0.98263,                0.77912,                0.86879,                0.38125,                0.85527,              0.0047035,              0.0047035,              0.0047035
                    858,                0.45764,                0.23538,                0.78079,                0.98258,                0.95911,                0.98298,                0.77888,                0.86856,                0.38086,                0.85508,              0.0046973,              0.0046973,              0.0046973
                    859,                0.44438,                0.22486,                0.77696,                0.98247,                0.95981,                0.98279,                0.77927,                0.86685,                0.38138,                0.85501,              0.0046911,              0.0046911,              0.0046911
                    860,                0.43312,                0.22362,                0.78567,                0.98237,                0.95827,                0.98164,                0.77909,                0.86413,                0.38327,                0.85515,              0.0046849,              0.0046849,              0.0046849
                    861,                0.44251,                0.23464,                0.77894,                0.98798,                 0.9532,                0.98166,                 0.7791,                0.86389,                0.38298,                0.85498,              0.0046788,              0.0046788,              0.0046788
                    862,                0.44246,                0.22733,                 0.7798,                0.98719,                0.95308,                0.98128,                0.77901,                0.86323,                0.38157,                 0.8553,              0.0046726,              0.0046726,              0.0046726
                    863,                0.43195,                0.22834,                0.77886,                0.97952,                0.96114,                0.98215,                0.77791,                0.86171,                0.38098,                0.85494,              0.0046664,              0.0046664,              0.0046664
                    864,                0.42331,                 0.2201,                0.77878,                0.98028,                0.96044,                0.98255,                0.77823,                0.86232,                0.37974,                0.85523,              0.0046602,              0.0046602,              0.0046602
                    865,                0.43455,                0.22487,                0.78001,                0.97875,                0.96103,                 0.9825,                0.77654,                0.86282,                0.37856,                0.85516,               0.004654,               0.004654,               0.004654
                    866,                0.43513,                0.23475,                0.77924,                0.97952,                0.96213,                0.98242,                0.77642,                0.86301,                0.37653,                0.85561,              0.0046478,              0.0046478,              0.0046478
                    867,                0.44393,                  0.232,                0.78501,                0.98015,                0.96136,                0.98246,                 0.7781,                 0.8629,                0.37612,                0.85573,              0.0046416,              0.0046416,              0.0046416
                    868,                0.43299,                0.22434,                 0.7804,                0.97906,                0.96136,                0.98215,                0.77764,                0.86227,                0.37669,                0.85557,              0.0046354,              0.0046354,              0.0046354
                    869,                0.43953,                0.22926,                0.78176,                0.97802,                0.96292,                0.98244,                0.77734,                0.86161,                 0.3758,                0.85554,              0.0046293,              0.0046293,              0.0046293
                    870,                0.45604,                0.23591,                0.78359,                0.98638,                0.95134,                0.98048,                0.77754,                0.85917,                0.37607,                 0.8554,              0.0046231,              0.0046231,              0.0046231
                    871,                0.44129,                0.23422,                0.78024,                0.98025,                0.95894,                0.98033,                0.77745,                0.85862,                0.37578,                0.85527,              0.0046169,              0.0046169,              0.0046169
                    872,                 0.4288,                0.22631,                0.77686,                0.97801,                0.96235,                0.98099,                0.77811,                0.85649,                0.37658,                0.85537,              0.0046107,              0.0046107,              0.0046107
                    873,                0.43219,                0.22783,                0.77311,                0.97759,                0.96136,                0.98059,                0.77838,                0.85752,                0.37725,                0.85531,              0.0046045,              0.0046045,              0.0046045
                    874,                0.43835,                0.22568,                0.77751,                0.97819,                0.96136,                0.98064,                0.77927,                0.85787,                0.37758,                0.85528,              0.0045983,              0.0045983,              0.0045983
                    875,                0.42693,                0.22095,                0.77756,                0.97798,                0.96124,                0.98078,                0.77968,                0.85735,                0.37853,                0.85544,              0.0045921,              0.0045921,              0.0045921
                    876,                0.44093,                0.23212,                0.77637,                 0.9781,                0.96059,                0.98114,                0.77977,                0.85732,                0.37917,                0.85575,              0.0045859,              0.0045859,              0.0045859
                    877,                0.44399,                0.22822,                0.76868,                0.97947,                0.96136,                0.98175,                0.78039,                0.85687,                0.37882,                0.85583,              0.0045798,              0.0045798,              0.0045798
                    878,                0.43224,                0.23087,                0.77193,                0.97952,                 0.9609,                0.98168,                0.78112,                0.85704,                0.37963,                0.85618,              0.0045736,              0.0045736,              0.0045736
                    879,                0.44315,                0.22939,                0.78314,                0.97976,                0.95981,                0.98116,                0.78031,                0.85695,                0.37976,                0.85605,              0.0045674,              0.0045674,              0.0045674
                    880,                0.42924,                0.22727,                0.77535,                0.98033,                0.96059,                0.98139,                0.78102,                0.85585,                0.37907,                0.85622,              0.0045612,              0.0045612,              0.0045612
                    881,                0.44266,                0.22402,                0.78093,                0.97874,                0.96077,                0.98077,                0.78005,                0.85492,                0.37876,                0.85623,               0.004555,               0.004555,               0.004555
                    882,                0.42958,                0.22057,                0.77833,                0.97949,                0.95945,                0.98081,                0.78061,                0.85377,                0.37756,                0.85599,              0.0045488,              0.0045488,              0.0045488
                    883,                0.42256,                0.21877,                 0.7778,                0.98257,                0.95817,                0.98113,                0.78057,                0.85413,                0.37923,                0.85642,              0.0045426,              0.0045426,              0.0045426
                    884,                0.44589,                0.22711,                0.78154,                0.98256,                0.95827,                0.98102,                0.77954,                0.85453,                0.37724,                0.85662,              0.0045364,              0.0045364,              0.0045364
                    885,                0.43762,                0.22778,                0.77836,                0.98256,                0.95765,                0.98082,                0.77865,                0.85475,                0.37752,                0.85675,              0.0045303,              0.0045303,              0.0045303
                    886,                0.43428,                0.22126,                0.77841,                0.98414,                0.95881,                0.98237,                0.77853,                 0.8538,                0.37708,                0.85664,              0.0045241,              0.0045241,              0.0045241
                    887,                0.45224,                0.23481,                0.77989,                0.98334,                0.95801,                0.98168,                0.77941,                0.85352,                0.37617,                0.85645,              0.0045179,              0.0045179,              0.0045179
                    888,                0.43293,                0.22286,                0.77338,                0.98224,                0.95672,                0.98125,                0.77904,                0.85445,                0.37645,                0.85664,              0.0045117,              0.0045117,              0.0045117
                    889,                0.46621,                0.23512,                0.78117,                0.98864,                0.95131,                0.98217,                0.77979,                0.85536,                0.37578,                0.85661,              0.0045055,              0.0045055,              0.0045055
                    890,                0.44461,                0.23025,                0.77331,                0.98049,                0.95672,                0.98038,                0.77935,                0.85472,                0.37729,                0.85668,              0.0044993,              0.0044993,              0.0044993
                    891,                0.44996,                0.23075,                0.77801,                0.98152,                0.95827,                0.98173,                0.77956,                0.85492,                0.37758,                0.85658,              0.0044931,              0.0044931,              0.0044931
                    892,                0.43308,                0.22389,                0.77413,                0.98255,                0.95736,                0.98171,                0.77869,                0.85576,                0.37847,                 0.8567,              0.0044869,              0.0044869,              0.0044869
                    893,                0.42476,                0.22602,                0.77037,                0.98179,                0.95904,                 0.9816,                0.77875,                0.85581,                0.37942,                0.85705,              0.0044808,              0.0044808,              0.0044808
                    894,                0.43275,                0.22374,                0.77497,                0.98563,                0.95439,                0.98093,                0.77832,                0.85503,                0.37944,                0.85715,              0.0044746,              0.0044746,              0.0044746
                    895,                0.42522,                0.21851,                0.78036,                 0.9841,                0.95633,                0.98133,                0.77704,                0.85555,                0.37927,                0.85729,              0.0044684,              0.0044684,              0.0044684
                    896,                0.43379,                0.22518,                0.77294,                0.98713,                0.95363,                0.98106,                0.77804,                0.85407,                0.38085,                0.85721,              0.0044622,              0.0044622,              0.0044622
                    897,                0.42486,                0.21793,                0.77267,                0.98652,                 0.9544,                0.98125,                0.77849,                0.85295,                 0.3801,                0.85685,               0.004456,               0.004456,               0.004456
                    898,                0.42196,                0.22572,                0.78014,                0.98565,                 0.9555,                0.98121,                0.77919,                0.85355,                0.37949,                0.85658,              0.0044498,              0.0044498,              0.0044498
                    899,                0.44768,                0.23508,                0.77765,                0.98546,                0.95672,                0.98146,                0.77957,                0.85387,                0.38144,                 0.8566,              0.0044436,              0.0044436,              0.0044436
                    900,                 0.4418,                0.22943,                0.78112,                0.98567,                0.95713,                0.98119,                0.77918,                0.85269,                0.38046,                0.85624,              0.0044374,              0.0044374,              0.0044374
                    901,                0.41974,                0.22041,                0.78065,                0.98553,                 0.9575,                0.98132,                0.78017,                0.85238,                0.38169,                0.85651,              0.0044313,              0.0044313,              0.0044313
                    902,                0.41481,                0.21876,                0.77484,                0.98549,                 0.9575,                0.98141,                0.77968,                0.85055,                0.38034,                0.85637,              0.0044251,              0.0044251,              0.0044251
                    903,                0.43012,                0.22055,                0.78313,                0.98568,                0.95735,                0.98151,                0.77865,                0.85044,                0.38037,                0.85578,              0.0044189,              0.0044189,              0.0044189
                    904,                0.41265,                0.21816,                0.77727,                0.98566,                0.95626,                0.98178,                0.77889,                0.84942,                0.38092,                0.85555,              0.0044127,              0.0044127,              0.0044127
                    905,                0.44192,                0.22704,                0.78065,                0.98723,                0.95553,                 0.9817,                0.78026,                0.84829,                0.38056,                0.85564,              0.0044065,              0.0044065,              0.0044065
                    906,                0.41373,                 0.2194,                 0.7777,                0.98649,                0.95595,                0.98118,                0.77973,                0.84841,                0.38026,                0.85558,              0.0044003,              0.0044003,              0.0044003
                    907,                0.42066,                0.21796,                0.77548,                0.98788,                0.95672,                0.98112,                0.78097,                0.84802,                0.38199,                 0.8557,              0.0043941,              0.0043941,              0.0043941
                    908,                0.42835,                 0.2218,                0.77398,                0.98635,                0.95672,                0.98119,                0.78014,                0.84835,                0.38146,                0.85589,              0.0043879,              0.0043879,              0.0043879
                    909,                0.43207,                0.22509,                 0.7721,                0.98723,                0.95588,                0.98102,                0.78086,                0.84758,                0.38086,                0.85614,              0.0043818,              0.0043818,              0.0043818
                    910,                0.41144,                0.21733,                0.78664,                0.98701,                0.95672,                0.98105,                0.77982,                0.84587,                0.38085,                0.85605,              0.0043756,              0.0043756,              0.0043756
                    911,                0.43684,                 0.2235,                0.77884,                0.98674,                0.95672,                0.98152,                0.77912,                0.84567,                0.38152,                0.85644,              0.0043694,              0.0043694,              0.0043694
                    912,                0.45141,                0.23402,                0.78316,                0.98572,                0.95672,                0.98181,                 0.7797,                0.84506,                 0.3837,                0.85655,              0.0043632,              0.0043632,              0.0043632
                    913,                0.43941,                0.22841,                0.77938,                0.98159,                0.96059,                0.98142,                0.77891,                0.84461,                0.38457,                 0.8565,               0.004357,               0.004357,               0.004357
                    914,                0.42511,                 0.2158,                0.77642,                0.98406,                0.95827,                0.98137,                0.78091,                0.84184,                 0.3834,                 0.8561,              0.0043508,              0.0043508,              0.0043508
                    915,                0.42802,                0.22423,                0.77325,                0.98412,                0.95779,                0.98143,                0.78034,                0.84056,                0.38273,                0.85602,              0.0043446,              0.0043446,              0.0043446
                    916,                0.41444,                0.21939,                0.77339,                0.98459,                0.95827,                0.98145,                0.77935,                0.84087,                0.38322,                0.85619,              0.0043384,              0.0043384,              0.0043384
                    917,                 0.4303,                0.22398,                0.77842,                0.98491,                0.95809,                0.98141,                0.77904,                0.84048,                0.38259,                0.85612,              0.0043323,              0.0043323,              0.0043323
                    918,                0.43072,                0.21915,                0.78243,                0.98431,                0.95827,                0.98146,                0.78091,                0.83945,                 0.3827,                 0.8556,              0.0043261,              0.0043261,              0.0043261
                    919,                0.41544,                0.21247,                 0.7814,                0.98878,                0.95342,                0.98128,                0.78125,                0.83719,                 0.3808,                0.85527,              0.0043199,              0.0043199,              0.0043199
                    920,                0.43435,                0.22536,                0.77321,                0.98879,                0.95431,                0.98105,                0.78173,                 0.8359,                0.38233,                0.85468,              0.0043137,              0.0043137,              0.0043137
                    921,                0.42872,                0.22449,                0.77758,                0.98044,                0.96059,                0.98208,                0.78214,                0.83665,                0.38116,                0.85455,              0.0043075,              0.0043075,              0.0043075
                    922,                0.43004,                0.22596,                0.77558,                0.98642,                0.95432,                0.98048,                0.78137,                0.83708,                0.38094,                 0.8546,              0.0043013,              0.0043013,              0.0043013
                    923,                0.42784,                0.21696,                0.77838,                0.98473,                 0.9544,                0.98011,                 0.7805,                0.83677,                0.38169,                0.85471,              0.0042951,              0.0042951,              0.0042951
                    924,                0.44188,                0.23073,                0.77389,                0.98508,                 0.9544,                0.97977,                0.78177,                 0.8362,                0.37903,                0.85466,              0.0042889,              0.0042889,              0.0042889
                    925,                0.43791,                0.22658,                0.77321,                0.98563,                0.95403,                0.97988,                0.78121,                0.83483,                0.37928,                0.85441,              0.0042828,              0.0042828,              0.0042828
                    926,                0.42521,                0.22654,                0.77772,                0.98536,                 0.9544,                0.98094,                0.78098,                0.83409,                0.37906,                0.85461,              0.0042766,              0.0042766,              0.0042766
                    927,                0.40061,                0.21355,                0.77446,                0.98485,                0.95478,                0.98098,                0.78074,                 0.8333,                 0.3783,                0.85463,              0.0042704,              0.0042704,              0.0042704
                    928,                 0.4167,                0.21879,                 0.7801,                0.98295,                0.95672,                0.98097,                 0.7809,                0.83367,                0.38024,                0.85445,              0.0042642,              0.0042642,              0.0042642
                    929,                0.42257,                0.22072,                0.77475,                0.98255,                0.95723,                0.98141,                0.78233,                0.83294,                0.38133,                0.85403,               0.004258,               0.004258,               0.004258
                    930,                0.40953,                0.21703,                0.77508,                0.98255,                 0.9571,                0.98155,                0.78231,                0.83287,                0.37971,                0.85426,              0.0042518,              0.0042518,              0.0042518
                    931,                0.42333,                0.22081,                0.76846,                0.98264,                0.95672,                0.98123,                0.78135,                0.83404,                0.38047,                0.85455,              0.0042456,              0.0042456,              0.0042456
                    932,                 0.4061,                0.21578,                0.77599,                0.98259,                0.95595,                 0.9813,                0.78176,                0.83473,                0.38129,                0.85466,              0.0042394,              0.0042394,              0.0042394
                    933,                0.44002,                0.22418,                0.77733,                0.98178,                0.95767,                0.98118,                0.78073,                0.83669,                0.38231,                0.85499,              0.0042333,              0.0042333,              0.0042333
                    934,                0.41823,                0.21738,                0.77372,                0.98254,                0.95696,                0.98067,                0.77977,                0.83821,                0.38256,                0.85552,              0.0042271,              0.0042271,              0.0042271
                    935,                0.41014,                0.21514,                0.77385,                0.98279,                0.95672,                 0.9808,                0.77912,                0.83811,                0.38161,                0.85552,              0.0042209,              0.0042209,              0.0042209
                    936,                0.41837,                0.21361,                0.77211,                0.98293,                0.95672,                0.98069,                0.77911,                0.83706,                0.38037,                0.85551,              0.0042147,              0.0042147,              0.0042147
                    937,                0.41606,                0.21833,                0.77698,                0.98303,                0.95672,                0.98047,                 0.7788,                0.83625,                0.38063,                0.85548,              0.0042085,              0.0042085,              0.0042085
                    938,                0.42773,                0.21471,                0.77612,                0.98718,                0.95232,                0.98072,                0.77877,                0.83763,                0.37984,                0.85535,              0.0042023,              0.0042023,              0.0042023
                    939,                0.41073,                0.21538,                0.77979,                0.98718,                0.95216,                0.98039,                0.77928,                0.83807,                0.38022,                0.85533,              0.0041961,              0.0041961,              0.0041961
                    940,                0.42703,                0.21962,                0.77581,                0.98746,                0.95286,                0.98045,                0.77925,                0.83757,                0.37903,                0.85569,              0.0041899,              0.0041899,              0.0041899
                    941,                0.41095,                0.22166,                0.77662,                 0.9874,                0.95286,                0.98046,                0.77933,                0.83776,                0.37947,                0.85555,              0.0041837,              0.0041837,              0.0041837
                    942,                0.42083,                0.22097,                0.77297,                0.98699,                0.95286,                0.98058,                0.77969,                 0.8389,                 0.3788,                0.85588,              0.0041776,              0.0041776,              0.0041776
                    943,                0.42183,                0.21997,                0.77316,                0.98024,                0.95853,                0.98091,                0.78042,                0.83983,                0.37904,                0.85588,              0.0041714,              0.0041714,              0.0041714
                    944,                0.41034,                0.21607,                0.77047,                0.98024,                0.95831,                0.98121,                 0.7809,                0.83921,                0.37823,                0.85568,              0.0041652,              0.0041652,              0.0041652
                    945,                0.41634,                 0.2184,                0.77412,                0.98012,                0.95827,                0.98145,                0.78078,                0.83943,                0.37755,                0.85558,               0.004159,               0.004159,               0.004159
                    946,                 0.4191,                0.21572,                0.77713,                0.98471,                 0.9544,                0.98141,                0.78045,                0.84046,                0.37921,                0.85561,              0.0041528,              0.0041528,              0.0041528
                    947,                0.41501,                 0.2201,                0.77953,                0.98023,                0.95792,                0.98181,                 0.7801,                0.83989,                0.37886,                0.85531,              0.0041466,              0.0041466,              0.0041466
                    948,                0.41631,                0.22107,                0.77577,                0.98023,                0.95801,                0.98183,                0.77962,                0.83863,                0.37764,                0.85515,              0.0041404,              0.0041404,              0.0041404
                    949,                0.41167,                0.21754,                0.77879,                0.98024,                0.95859,                0.98185,                0.78013,                0.83953,                0.37781,                0.85544,              0.0041342,              0.0041342,              0.0041342
                    950,                 0.4073,                0.21697,                0.77504,                0.98025,                0.95871,                 0.9817,                0.78105,                0.84001,                0.37937,                0.85533,              0.0041281,              0.0041281,              0.0041281
                    951,                0.43778,                0.22296,                0.77782,                0.98718,                0.95175,                0.98134,                0.78166,                0.84078,                0.37919,                0.85542,              0.0041219,              0.0041219,              0.0041219
                    952,                0.40394,                0.21357,                0.77745,                0.98746,                0.95131,                0.98153,                0.78155,                0.84072,                0.37963,                0.85548,              0.0041157,              0.0041157,              0.0041157
                    953,                0.40334,                0.21636,                0.77109,                0.98839,                0.95209,                 0.9825,                0.78141,                0.84069,                0.37974,                0.85527,              0.0041095,              0.0041095,              0.0041095
                    954,                 0.4133,                0.21814,                0.77494,                0.98749,                0.95131,                0.98168,                0.78225,                0.84016,                0.37848,                0.85499,              0.0041033,              0.0041033,              0.0041033
                    955,                0.42608,                  0.219,                0.77794,                0.98407,                0.95518,                0.98249,                0.78204,                0.84049,                0.37953,                0.85513,              0.0040971,              0.0040971,              0.0040971
                    956,                0.40298,                0.21586,                 0.7798,                0.98633,                0.95518,                0.98257,                0.78217,                0.84094,                0.37988,                0.85499,              0.0040909,              0.0040909,              0.0040909
                    957,                0.41205,                0.22011,                0.78004,                0.98564,                0.95462,                 0.9828,                0.78141,                 0.8412,                0.37988,                0.85493,              0.0040847,              0.0040847,              0.0040847
                    958,                0.42433,                0.22243,                0.78014,                 0.9818,                0.95895,                0.98275,                0.78122,                0.84036,                0.37853,                0.85493,              0.0040786,              0.0040786,              0.0040786
                    959,                0.41572,                0.21869,                0.78387,                0.98153,                0.95981,                0.98284,                 0.7818,                0.84003,                0.37803,                0.85496,              0.0040724,              0.0040724,              0.0040724
                    960,                0.40778,                 0.2165,                0.77756,                0.98156,                0.95981,                0.98253,                0.78191,                0.83951,                0.37939,                0.85494,              0.0040662,              0.0040662,              0.0040662
                    961,                0.40344,                0.21072,                0.76948,                0.98181,                0.95981,                0.98247,                 0.7817,                0.83905,                0.37919,                0.85494,                0.00406,                0.00406,                0.00406
                    962,                0.40107,                0.21485,                 0.7787,                0.98181,                0.95941,                0.98242,                0.78217,                0.83828,                0.38003,                0.85474,              0.0040538,              0.0040538,              0.0040538
                    963,                 0.3997,                0.21378,                0.77339,                0.98101,                0.95825,                 0.9817,                0.78155,                0.83864,                0.37987,                0.85468,              0.0040476,              0.0040476,              0.0040476
                    964,                0.42813,                0.22044,                0.77526,                0.98331,                0.95635,                0.98277,                0.78175,                0.83879,                0.37852,                0.85477,              0.0040414,              0.0040414,              0.0040414
                    965,                0.41532,                0.21351,                0.77233,                0.98029,                0.95904,                0.98272,                0.78224,                0.83817,                 0.3776,                0.85478,              0.0040352,              0.0040352,              0.0040352
                    966,                 0.4059,                0.21869,                 0.7754,                0.98026,                0.95926,                0.98269,                0.78307,                0.83715,                0.37803,                0.85423,              0.0040291,              0.0040291,              0.0040291
                    967,                0.41613,                0.21861,                0.76626,                0.98028,                0.96021,                0.98232,                0.78246,                0.83658,                0.37845,                0.85423,              0.0040229,              0.0040229,              0.0040229
                    968,                0.42289,                0.21552,                0.76517,                0.98739,                0.95363,                0.98234,                0.78369,                0.83627,                0.37844,                0.85453,              0.0040167,              0.0040167,              0.0040167
                    969,                0.40986,                0.21358,                0.77528,                0.98721,                0.95363,                0.98236,                0.78256,                 0.8353,                0.37804,                0.85449,              0.0040105,              0.0040105,              0.0040105
                    970,                0.39617,                 0.2151,                0.77514,                0.98057,                0.96059,                0.98244,                0.78344,                0.83564,                0.37849,                 0.8548,              0.0040043,              0.0040043,              0.0040043
                    971,                 0.4005,                0.21076,                0.77434,                 0.9806,                0.96059,                0.98241,                0.78299,                0.83509,                0.37927,                0.85486,              0.0039981,              0.0039981,              0.0039981
                    972,                0.42137,                0.21184,                0.77525,                0.98076,                0.96059,                0.98236,                0.78231,                0.83453,                0.37961,                0.85474,              0.0039919,              0.0039919,              0.0039919
                    973,                0.42779,                0.21662,                0.78329,                0.98167,                0.96136,                0.98271,                0.78208,                0.83451,                0.38004,                0.85481,              0.0039857,              0.0039857,              0.0039857
                    974,                0.43238,                0.22221,                0.78182,                0.98173,                0.96136,                0.98275,                 0.7818,                0.83389,                0.37977,                0.85491,              0.0039796,              0.0039796,              0.0039796
                    975,                0.41734,                0.22256,                0.78183,                0.98184,                0.96109,                0.98283,                0.78267,                 0.8343,                0.37993,                0.85506,              0.0039734,              0.0039734,              0.0039734
                    976,                0.40972,                0.21496,                0.77483,                0.98183,                 0.9605,                0.98284,                0.78302,                0.83373,                0.37936,                0.85505,              0.0039672,              0.0039672,              0.0039672
                    977,                0.41428,                0.21196,                0.78089,                0.98326,                0.95904,                0.98288,                  0.783,                0.83378,                0.38051,                0.85487,               0.003961,               0.003961,               0.003961
                    978,                0.40874,                0.21886,                0.78013,                0.98335,                0.95875,                0.98298,                0.78304,                0.83351,                0.38079,                0.85488,              0.0039548,              0.0039548,              0.0039548
                    979,                0.39549,                0.21536,                0.77344,                0.98293,                0.95827,                0.98294,                0.78351,                0.83223,                0.38159,                0.85483,              0.0039486,              0.0039486,              0.0039486
                    980,                0.40402,                0.20531,                0.77582,                0.98156,                0.95981,                0.98292,                 0.7834,                 0.8335,                0.38197,                0.85513,              0.0039424,              0.0039424,              0.0039424
                    981,                0.40901,                0.21191,                0.77081,                0.98643,                0.95493,                0.98295,                0.78324,                0.83342,                0.38231,                0.85523,              0.0039362,              0.0039362,              0.0039362
                    982,                0.41396,                0.21648,                0.77227,                0.98644,                0.95548,                0.98316,                0.78313,                0.83385,                0.38182,                0.85519,              0.0039301,              0.0039301,              0.0039301
                    983,                0.41214,                 0.2175,                0.78491,                0.98587,                 0.9544,                0.98251,                 0.7825,                0.83364,                0.38121,                0.85527,              0.0039239,              0.0039239,              0.0039239
                    984,                0.41386,                0.22041,                 0.7746,                0.98532,                0.95595,                0.98299,                0.78186,                0.83255,                0.38038,                0.85529,              0.0039177,              0.0039177,              0.0039177
                    985,                0.41373,                0.21283,                0.76889,                0.98174,                0.95981,                0.98268,                0.78188,                0.83289,                0.38164,                0.85516,              0.0039115,              0.0039115,              0.0039115
                    986,                0.40665,                0.21454,                0.77608,                 0.9814,                0.95981,                0.98269,                0.78082,                0.83225,                0.38121,                0.85488,              0.0039053,              0.0039053,              0.0039053
                    987,                0.42576,                0.21736,                0.77902,                0.98168,                0.95981,                0.98255,                 0.7811,                0.83189,                0.38046,                0.85453,              0.0038991,              0.0038991,              0.0038991
                    988,                0.41612,                 0.2177,                0.77827,                0.98166,                0.95981,                0.98252,                0.78015,                0.83074,                0.37895,                0.85448,              0.0038929,              0.0038929,              0.0038929
                    989,                 0.4021,                0.21103,                 0.7702,                 0.9884,                0.95363,                0.98246,                0.77982,                0.82894,                0.37983,                0.85418,              0.0038867,              0.0038867,              0.0038867
                    990,                 0.4004,                0.21108,                0.77487,                0.98879,                0.95393,                0.98252,                0.78045,                0.82735,                0.38061,                0.85383,              0.0038806,              0.0038806,              0.0038806
                    991,                0.39728,                 0.2115,                0.76982,                0.98798,                0.95298,                0.98212,                0.78044,                0.82858,                0.38022,                0.85418,              0.0038744,              0.0038744,              0.0038744
                    992,                0.39992,                 0.2097,                0.77688,                0.98859,                0.95286,                0.98214,                0.78117,                0.82786,                0.38084,                0.85396,              0.0038682,              0.0038682,              0.0038682
                    993,                0.39055,                0.20769,                0.77596,                0.98977,                0.95286,                 0.9826,                0.78147,                0.82694,                0.37858,                0.85394,               0.003862,               0.003862,               0.003862
                    994,                0.40179,                0.21207,                0.77226,                 0.9864,                0.95288,                0.98233,                0.78147,                0.82723,                0.37833,                0.85386,              0.0038558,              0.0038558,              0.0038558
                    995,                 0.4032,                0.21068,                  0.774,                 0.9841,                0.95652,                0.98239,                 0.7815,                0.82727,                0.37875,                0.85429,              0.0038496,              0.0038496,              0.0038496
                    996,                0.40638,                0.21216,                0.77839,                0.98376,                 0.9575,                0.98239,                0.78218,                0.82723,                0.37916,                0.85421,              0.0038434,              0.0038434,              0.0038434
                    997,                0.40773,                0.21545,                0.77681,                0.97919,                0.96136,                0.98231,                0.78151,                0.82753,                0.37923,                0.85415,              0.0038372,              0.0038372,              0.0038372
                    998,                0.42034,                0.21856,                0.77728,                0.97953,                 0.9613,                0.98224,                0.78094,                0.82648,                0.37898,                0.85364,              0.0038311,              0.0038311,              0.0038311
                    999,                0.40791,                0.20681,                0.77138,                0.98674,                0.95286,                0.98166,                0.78033,                0.82738,                0.37836,                0.85394,              0.0038249,              0.0038249,              0.0038249
                   1000,                0.40113,                0.20974,                0.77559,                0.98561,                0.95308,                 0.9816,                0.78028,                0.82696,                0.37947,                0.85406,              0.0038187,              0.0038187,              0.0038187
                   1001,                0.40586,                0.21317,                0.77532,                0.98313,                0.95595,                0.98147,                0.78085,                0.82707,                 0.3797,                0.85398,              0.0038125,              0.0038125,              0.0038125
                   1002,                0.40742,                0.21619,                0.77729,                0.98245,                0.95518,                0.98077,                0.78093,                 0.8263,                0.38001,                0.85402,              0.0038063,              0.0038063,              0.0038063
                   1003,                0.40981,                0.21192,                0.77218,                0.98406,                0.95437,                0.98172,                0.78112,                0.82718,                0.37962,                0.85401,              0.0038001,              0.0038001,              0.0038001
                   1004,                0.41731,                0.21687,                0.77317,                0.98407,                0.95505,                0.98177,                0.78105,                0.82735,                0.37839,                 0.8539,              0.0037939,              0.0037939,              0.0037939
                   1005,                0.41996,                0.21959,                0.77753,                0.98487,                0.95555,                0.98208,                0.78148,                0.82755,                0.37829,                0.85385,              0.0037878,              0.0037878,              0.0037878
                   1006,                 0.3951,                0.20644,                0.77943,                0.98486,                0.95526,                0.98209,                0.78143,                0.82768,                0.37777,                0.85401,              0.0037816,              0.0037816,              0.0037816
                   1007,                0.40029,                0.21108,                0.77511,                0.98709,                0.95363,                0.98175,                0.78199,                0.82782,                0.37704,                0.85377,              0.0037754,              0.0037754,              0.0037754
                   1008,                0.40893,                0.21489,                0.78096,                 0.9864,                0.95262,                0.98196,                0.78238,                0.82824,                0.37746,                0.85386,              0.0037692,              0.0037692,              0.0037692
                   1009,                0.40997,                0.21444,                0.77276,                0.98563,                0.95434,                0.98198,                0.78307,                0.82895,                0.37748,                0.85408,               0.003763,               0.003763,               0.003763
                   1010,                 0.4042,                0.20504,                0.77457,                0.98691,                0.95209,                0.98192,                0.78285,                0.82909,                0.37756,                0.85406,              0.0037568,              0.0037568,              0.0037568
                   1011,                0.39616,                 0.2047,                0.77417,                0.98722,                0.95131,                0.98196,                0.78349,                0.82848,                0.37752,                 0.8541,              0.0037506,              0.0037506,              0.0037506
                   1012,                0.40602,                0.21694,                0.77185,                0.98024,                0.95827,                0.98195,                0.78384,                0.82877,                0.37729,                0.85423,              0.0037444,              0.0037444,              0.0037444
                   1013,                0.40529,                0.20981,                0.77546,                0.98017,                0.95904,                0.98195,                0.78325,                0.82924,                0.37802,                0.85413,              0.0037383,              0.0037383,              0.0037383
                   1014,                0.39632,                0.20785,                0.76983,                0.98026,                0.95924,                0.98219,                0.78281,                  0.829,                0.37993,                0.85415,              0.0037321,              0.0037321,              0.0037321
