               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  78,            0.038385,            0.011258,                   0,              0.9718,             0.96707,             0.98518,             0.51179,            0.031302,            0.010447,                   0,           0.0090471,           0.0090471,           0.0090471
                  79,             0.04199,            0.010685,                   0,             0.97312,             0.97549,             0.98415,             0.52198,             0.03172,            0.010229,                   0,           0.0090347,           0.0090347,           0.0090347
                  80,            0.039679,            0.011128,                   0,             0.97272,             0.97305,             0.97686,             0.51792,            0.032381,            0.010354,                   0,           0.0090224,           0.0090224,           0.0090224
                  81,            0.040979,            0.011565,                   0,             0.96987,             0.96381,             0.97027,             0.51679,            0.032071,            0.010255,                   0,             0.00901,             0.00901,             0.00901
                  82,            0.040402,            0.011263,                   0,             0.95783,             0.95217,             0.95965,             0.48074,            0.034508,            0.010388,                   0,           0.0089976,           0.0089976,           0.0089976
                  83,            0.041314,            0.011465,                   0,             0.95815,             0.95977,             0.96974,             0.49858,            0.034745,            0.010119,                   0,           0.0089853,           0.0089853,           0.0089853
                  84,            0.045126,            0.011482,                   0,             0.95006,             0.96832,             0.96925,             0.51289,            0.032319,            0.010175,                   0,           0.0089729,           0.0089729,           0.0089729
                  85,            0.040808,            0.011514,                   0,              0.9643,             0.97055,             0.97559,             0.53521,            0.031607,            0.010051,                   0,           0.0089605,           0.0089605,           0.0089605
                  86,            0.040601,            0.010439,                   0,             0.96535,             0.96407,             0.97434,              0.5237,            0.033194,            0.010042,                   0,           0.0089481,           0.0089481,           0.0089481
                  87,            0.040402,            0.011011,                   0,              0.9582,             0.96085,             0.96101,             0.52062,            0.031549,            0.010086,                   0,           0.0089358,           0.0089358,           0.0089358
                  88,            0.040935,            0.010876,                   0,             0.97193,             0.97006,             0.97859,             0.52195,            0.031756,            0.010059,                   0,           0.0089234,           0.0089234,           0.0089234
                  89,            0.038364,            0.011246,                   0,             0.95039,             0.97605,             0.96963,              0.5205,            0.030569,            0.010045,                   0,            0.008911,            0.008911,            0.008911
                  90,            0.041559,            0.011228,                   0,             0.96015,             0.97605,             0.97706,             0.53849,            0.031163,           0.0098418,                   0,           0.0088986,           0.0088986,           0.0088986
                  91,            0.040965,            0.011206,                   0,             0.96114,             0.97605,             0.97416,             0.51644,            0.030983,           0.0099482,                   0,           0.0088863,           0.0088863,           0.0088863
                  92,            0.035117,            0.011254,                   0,             0.95885,             0.95808,             0.96002,             0.50537,            0.031446,            0.010029,                   0,           0.0088739,           0.0088739,           0.0088739
                  93,            0.040237,            0.010448,                   0,             0.97257,             0.97006,             0.97921,             0.53329,            0.030707,           0.0099027,                   0,           0.0088615,           0.0088615,           0.0088615
                  94,            0.035158,            0.011178,                   0,             0.96547,             0.96108,              0.9704,             0.50825,            0.032203,           0.0098657,                   0,           0.0088491,           0.0088491,           0.0088491
                  95,            0.041473,            0.011695,                   0,              0.9551,             0.94311,             0.94964,              0.5135,            0.030734,           0.0099497,                   0,           0.0088368,           0.0088368,           0.0088368
                  96,            0.038809,             0.01045,                   0,             0.95255,             0.96707,             0.95336,             0.50383,            0.031091,             0.01051,                   0,           0.0088244,           0.0088244,           0.0088244
                  97,            0.035622,            0.010112,                   0,             0.97627,             0.98558,             0.98473,             0.53955,            0.030067,            0.009873,                   0,            0.008812,            0.008812,            0.008812
                  98,            0.039136,            0.011436,                   0,             0.96479,             0.98503,             0.98165,              0.5395,            0.028873,            0.009845,                   0,           0.0087996,           0.0087996,           0.0087996
                  99,            0.036276,            0.011104,                   0,             0.96723,             0.97221,             0.97839,             0.54888,            0.030427,           0.0097536,                   0,           0.0087872,           0.0087872,           0.0087872
                 100,            0.039064,            0.010061,                   0,             0.95386,             0.95808,             0.96138,              0.4988,            0.033788,           0.0099009,                   0,           0.0087749,           0.0087749,           0.0087749
                 101,            0.036302,            0.010415,                   0,              0.9731,             0.97495,             0.98793,             0.55396,            0.031251,           0.0098567,                   0,           0.0087625,           0.0087625,           0.0087625
                 102,            0.038729,             0.01026,                   0,             0.97837,             0.94815,              0.9803,             0.55195,            0.030487,            0.010277,                   0,           0.0087501,           0.0087501,           0.0087501
                 103,            0.037621,            0.011281,                   0,              0.9814,              0.9479,              0.9803,              0.5474,             0.03036,            0.010498,                   0,           0.0087378,           0.0087378,           0.0087378
                 104,            0.038318,           0.0099666,                   0,             0.96658,             0.95239,             0.95101,             0.51407,            0.034202,            0.010124,                   0,           0.0087254,           0.0087254,           0.0087254
                 105,            0.037715,            0.010642,                   0,             0.97303,             0.97232,             0.97559,             0.53415,            0.030818,           0.0098783,                   0,            0.008713,            0.008713,            0.008713
                 106,            0.039782,            0.010664,                   0,             0.96709,             0.96792,             0.97677,             0.53792,            0.030877,           0.0099918,                   0,           0.0087006,           0.0087006,           0.0087006
                 107,            0.033546,            0.010613,                   0,             0.97869,             0.97305,             0.98708,             0.54043,            0.030706,           0.0099806,                   0,           0.0086882,           0.0086882,           0.0086882
                 108,            0.037954,            0.010485,                   0,             0.96402,             0.96271,             0.97946,             0.52096,            0.031969,            0.010159,                   0,           0.0086759,           0.0086759,           0.0086759
                 109,            0.041692,            0.010915,                   0,             0.96725,             0.97274,             0.96891,             0.49926,            0.032789,            0.010212,                   0,           0.0086635,           0.0086635,           0.0086635
                 110,            0.033775,           0.0099211,                   0,             0.96789,             0.97904,             0.97697,             0.54102,            0.031606,           0.0097348,                   0,           0.0086511,           0.0086511,           0.0086511
                 111,            0.036398,           0.0099931,                   0,             0.96987,             0.97305,             0.98834,             0.54696,            0.030981,           0.0097072,                   0,           0.0086388,           0.0086388,           0.0086388
                 112,            0.038953,            0.011013,                   0,             0.96178,             0.97946,              0.9883,             0.53314,            0.031875,            0.009847,                   0,           0.0086264,           0.0086264,           0.0086264
                 113,            0.042684,            0.010549,                   0,             0.96716,             0.96999,              0.9879,             0.55913,            0.030179,           0.0098638,                   0,            0.008614,            0.008614,            0.008614
                 114,            0.035459,           0.0099165,                   0,             0.95827,             0.96246,             0.97474,             0.53778,            0.030303,           0.0098133,                   0,           0.0086016,           0.0086016,           0.0086016
                 115,            0.039054,            0.011492,                   0,             0.95574,             0.96407,             0.97856,             0.55538,            0.029775,           0.0098011,                   0,           0.0085893,           0.0085893,           0.0085893
                 116,            0.040931,            0.010639,                   0,              0.9478,             0.97851,             0.97769,              0.5439,            0.030088,           0.0096868,                   0,           0.0085769,           0.0085769,           0.0085769
                 117,            0.037745,            0.011122,                   0,             0.96452,             0.97663,             0.97857,             0.53925,             0.02982,            0.009767,                   0,           0.0085645,           0.0085645,           0.0085645
                 118,            0.034337,            0.011122,                   0,             0.97295,             0.96923,             0.98405,             0.55849,            0.029485,           0.0098721,                   0,           0.0085521,           0.0085521,           0.0085521
                 119,            0.039245,            0.010617,                   0,             0.96729,             0.97406,             0.98777,             0.57005,            0.028767,           0.0098202,                   0,           0.0085398,           0.0085398,           0.0085398
