                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    223,                0.93111,                0.42011,                0.82162,                0.97462,                0.94955,                0.97579,                0.64166,                 1.2445,                0.50322,                0.88885,              0.0086264,              0.0086264,              0.0086264
                    224,                0.92702,                0.42325,                0.82417,                0.97876,                0.94822,                0.97699,                0.65308,                 1.2434,                0.51507,                0.88258,              0.0086202,              0.0086202,              0.0086202
                    225,                0.92936,                0.41556,                0.82076,                0.97611,                0.94715,                0.97786,                0.64194,                  1.258,                0.51959,                0.88808,               0.008614,               0.008614,               0.008614
                    226,                0.92209,                 0.4242,                0.81928,                0.97296,                0.95209,                0.97522,                0.64575,                 1.2549,                 0.5184,                0.88882,              0.0086078,              0.0086078,              0.0086078
                    227,                0.91493,                0.42028,                 0.8261,                0.98157,                0.94669,                0.97772,                0.64663,                 1.2558,                 0.5138,                0.88893,              0.0086016,              0.0086016,              0.0086016
                    228,                0.94101,                0.41903,                0.82603,                0.97171,                0.95564,                0.97759,                0.64288,                 1.2734,                0.52045,                0.89256,              0.0085954,              0.0085954,              0.0085954
                    229,                0.91221,                 0.4168,                0.82227,                0.96915,                0.96059,                0.98015,                0.64822,                 1.2369,                 0.5046,                0.88554,              0.0085893,              0.0085893,              0.0085893
                    230,                0.88966,                0.41481,                0.82265,                0.96654,                0.95979,                0.97838,                0.64588,                 1.2552,                 0.5148,                 0.8862,              0.0085831,              0.0085831,              0.0085831
                    231,                0.87057,                0.39491,                0.81793,                0.97076,                0.95827,                0.97504,                 0.6331,                 1.2579,                0.50946,                0.88934,              0.0085769,              0.0085769,              0.0085769
                    232,                0.91682,                0.42025,                0.82282,                0.97673,                0.95518,                0.97736,                0.63332,                 1.2554,                0.50954,                0.89007,              0.0085707,              0.0085707,              0.0085707
                    233,                0.90863,                 0.4189,                0.82196,                0.98176,                0.95054,                0.97713,                0.63474,                 1.2607,                0.51422,                0.88871,              0.0085645,              0.0085645,              0.0085645
                    234,                0.86812,                0.40775,                0.81893,                0.98539,                0.93809,                0.97894,                0.65092,                 1.2494,                0.52281,                0.88673,              0.0085583,              0.0085583,              0.0085583
                    235,                0.88812,                0.40126,                0.82119,                0.97288,                0.94668,                0.97448,                0.64304,                 1.2715,                0.51803,                0.89169,              0.0085521,              0.0085521,              0.0085521
                    236,                0.88034,                0.40195,                0.81676,                0.97532,                0.94664,                0.97476,                0.63737,                 1.2582,                0.50993,                0.88922,              0.0085459,              0.0085459,              0.0085459
                    237,                0.90624,                0.40894,                0.82441,                0.97032,                0.95286,                0.97735,                0.63206,                 1.2584,                 0.5096,                0.89055,              0.0085398,              0.0085398,              0.0085398
                    238,                0.89244,                0.40462,                0.81433,                0.96748,                 0.9544,                0.97825,                0.65076,                 1.2363,                0.50773,                0.88878,              0.0085336,              0.0085336,              0.0085336
                    239,                0.89035,                0.39604,                0.82324,                0.97765,                0.94635,                0.97608,                0.64272,                  1.252,                0.50838,                0.88973,              0.0085274,              0.0085274,              0.0085274
                    240,                0.88272,                0.39624,                0.81962,                0.98376,                0.93636,                0.97605,                 0.6436,                 1.2565,                0.53707,                0.89072,              0.0085212,              0.0085212,              0.0085212
                    241,                0.88851,                 0.4118,                0.81753,                0.97312,                0.94668,                0.97516,                0.64794,                 1.2495,                0.50895,                0.88804,               0.008515,               0.008515,               0.008515
                    242,                0.86504,                0.40606,                0.81707,                0.97647,                0.93895,                0.97296,                0.64574,                 1.2455,                0.51668,                0.88634,              0.0085088,              0.0085088,              0.0085088
                    243,                0.88522,                0.41216,                0.81888,                0.96868,                0.95613,                0.97561,                0.63963,                 1.2566,                0.50703,                0.89188,              0.0085026,              0.0085026,              0.0085026
                    244,                0.88003,                0.40707,                0.81657,                0.97096,                 0.9559,                0.97483,                0.63956,                 1.2339,                0.50541,                0.88646,              0.0084964,              0.0084964,              0.0084964
                    245,                 0.8584,                0.39963,                0.81887,                0.97017,                0.95519,                0.97644,                0.65583,                 1.2248,                0.49731,                 0.8868,              0.0084903,              0.0084903,              0.0084903
                    246,                0.89484,                0.41162,                0.81919,                0.96866,                0.95541,                0.97622,                0.65838,                 1.2258,                0.50113,                0.88558,              0.0084841,              0.0084841,              0.0084841
                    247,                0.84553,                0.39577,                0.81002,                0.97924,                0.94668,                0.97598,                0.64564,                 1.2443,                0.50523,                0.88578,              0.0084779,              0.0084779,              0.0084779
                    248,                0.84255,                0.39635,                 0.8125,                0.97569,                0.95131,                0.97825,                0.65546,                 1.2274,                0.49052,                0.88496,              0.0084717,              0.0084717,              0.0084717
                    249,                0.87389,                0.40113,                0.81668,                0.97215,                 0.9575,                0.97752,                0.65374,                 1.2258,                0.50295,                 0.8844,              0.0084655,              0.0084655,              0.0084655
                    250,                0.89288,                0.40546,                0.82172,                 0.9761,                0.95286,                 0.9771,                0.63817,                 1.2437,                0.49857,                0.88833,              0.0084593,              0.0084593,              0.0084593
                    251,                0.86479,                0.40819,                0.82527,                0.97832,                0.94436,                0.97466,                0.63269,                  1.244,                0.51061,                 0.8883,              0.0084531,              0.0084531,              0.0084531
                    252,                0.86019,                0.39927,                0.80986,                0.97687,                0.94662,                0.97464,                0.64091,                 1.2468,                  0.504,                 0.8882,              0.0084469,              0.0084469,              0.0084469
                    253,                0.87925,                0.41526,                0.81714,                0.96644,                0.95689,                0.97449,                0.64112,                 1.2383,                0.49876,                0.88935,              0.0084408,              0.0084408,              0.0084408
                    254,                0.86866,                 0.3995,                0.81882,                 0.9792,                0.94571,                0.98018,                0.65827,                  1.232,                 0.5084,                0.88995,              0.0084346,              0.0084346,              0.0084346
                    255,                0.88214,                0.40078,                0.81415,                0.97696,                 0.9501,                0.97612,                0.63756,                 1.2478,                 0.5034,                0.88892,              0.0084284,              0.0084284,              0.0084284
                    256,                0.86652,                0.40222,                0.81057,                0.97141,                0.95363,                0.97609,                0.65199,                 1.2434,                0.51213,                0.89111,              0.0084222,              0.0084222,              0.0084222
                    257,                0.85019,                0.40337,                0.81028,                0.97105,                0.95898,                0.97732,                0.64847,                  1.222,                0.49109,                0.88725,               0.008416,               0.008416,               0.008416
                    258,                0.86323,                0.39785,                0.81382,                0.96732,                0.96074,                0.97609,                0.64736,                 1.2133,                0.49869,                0.88415,              0.0084098,              0.0084098,              0.0084098
                    259,                0.86715,                0.39601,                0.82505,                0.98072,                0.94346,                0.97719,                0.64686,                 1.2222,                0.49856,                0.88444,              0.0084036,              0.0084036,              0.0084036
                    260,                0.82191,                0.37746,                0.81161,                0.97637,                0.95795,                0.97907,                 0.6579,                 1.2215,                0.49899,                0.88265,              0.0083974,              0.0083974,              0.0083974
                    261,                0.83898,                0.39052,                 0.8101,                0.98245,                0.95182,                0.98062,                0.65154,                 1.2218,                0.49652,                0.88167,              0.0083913,              0.0083913,              0.0083913
                    262,                0.85793,                0.39208,                0.81384,                0.97294,                 0.9544,                0.98053,                 0.6533,                 1.2286,                0.49773,                0.88306,              0.0083851,              0.0083851,              0.0083851
                    263,                0.83654,                0.38736,                0.81639,                0.97125,                0.95672,                0.97767,                0.65823,                 1.2274,                0.50008,                0.88435,              0.0083789,              0.0083789,              0.0083789
                    264,                0.83686,                 0.3891,                 0.8094,                0.97799,                0.95054,                0.97763,                0.64995,                  1.215,                0.49479,                0.88408,              0.0083727,              0.0083727,              0.0083727
                    265,                0.84592,                 0.3929,                0.81609,                 0.9784,                  0.949,                0.97473,                0.65347,                 1.1984,                0.48413,                0.88184,              0.0083665,              0.0083665,              0.0083665
                    266,                0.87004,                0.39384,                0.80929,                0.98217,                0.94436,                0.97856,                0.65215,                 1.2274,                0.49873,                 0.8888,              0.0083603,              0.0083603,              0.0083603
                    267,                0.82886,                0.39224,                0.80379,                0.98092,                0.94204,                 0.9743,                0.65618,                 1.2182,                0.50541,                0.88594,              0.0083541,              0.0083541,              0.0083541
                    268,                 0.8444,                0.39137,                0.81802,                0.98469,                0.94429,                0.97525,                0.64522,                 1.2261,                 0.4891,                0.89065,              0.0083479,              0.0083479,              0.0083479
                    269,                0.84916,                0.38268,                0.80946,                0.98682,                0.93895,                0.97658,                0.66068,                 1.2112,                0.49942,                0.89053,              0.0083418,              0.0083418,              0.0083418
                    270,                0.82055,                 0.3801,                0.80903,                0.98003,                0.94822,                0.97778,                  0.662,                   1.22,                0.49566,                0.88975,              0.0083356,              0.0083356,              0.0083356
                    271,                 0.8151,                0.37756,                0.81255,                0.97921,                0.95054,                 0.9801,                0.66459,                 1.2087,                0.49406,                0.88513,              0.0083294,              0.0083294,              0.0083294
                    272,                0.83951,                0.38371,                0.81422,                0.97659,                0.95595,                0.97824,                0.66401,                 1.2011,                 0.4815,                0.88324,              0.0083232,              0.0083232,              0.0083232
                    273,                0.84577,                0.38393,                0.81248,                 0.9763,                0.95515,                0.97827,                 0.6616,                 1.1958,                0.48337,                0.88264,               0.008317,               0.008317,               0.008317
                    274,                0.82275,                0.38454,                0.81761,                0.97159,                0.95157,                0.97203,                0.65459,                  1.193,                0.49014,                 0.8818,              0.0083108,              0.0083108,              0.0083108
                    275,                0.82425,                0.38298,                0.81639,                 0.9832,                 0.9498,                0.97802,                0.66377,                 1.2083,                0.48898,                0.88475,              0.0083046,              0.0083046,              0.0083046
                    276,                0.86232,                0.39033,                0.81638,                0.97837,                0.94395,                0.97458,                0.65293,                  1.201,                0.49241,                0.88255,              0.0082984,              0.0082984,              0.0082984
                    277,                0.84999,                0.38538,                0.81575,                0.97573,                0.95209,                0.97501,                0.64987,                  1.198,                0.48748,                0.88165,              0.0082922,              0.0082922,              0.0082922
                    278,                0.82811,                0.39069,                0.81213,                0.97862,                0.95517,                0.97854,                0.66029,                 1.2079,                0.48143,                0.87996,              0.0082861,              0.0082861,              0.0082861
                    279,                0.80268,                0.38333,                0.80991,                 0.9777,                0.95904,                  0.978,                0.65479,                 1.2165,                0.48716,                0.88287,              0.0082799,              0.0082799,              0.0082799
                    280,                0.82401,                0.38373,                0.80847,                0.97786,                0.95827,                0.97642,                0.65401,                 1.2025,                0.48871,                0.88378,              0.0082737,              0.0082737,              0.0082737
                    281,                0.82968,                0.37927,                0.81265,                0.97776,                0.95131,                0.97458,                0.65972,                 1.1954,                0.49246,                0.88387,              0.0082675,              0.0082675,              0.0082675
                    282,                0.81067,                0.38066,                0.81353,                0.98373,                0.95209,                0.98051,                0.66685,                 1.1972,                 0.4906,                0.88302,              0.0082613,              0.0082613,              0.0082613
                    283,                0.80895,                0.37224,                0.80311,                0.97937,                0.95372,                0.97666,                0.66192,                 1.2039,                0.48425,                0.88289,              0.0082551,              0.0082551,              0.0082551
                    284,                0.81188,                0.36881,                0.81174,                0.97486,                0.95903,                0.97805,                0.65491,                 1.2053,                 0.4811,                0.88727,              0.0082489,              0.0082489,              0.0082489
                    285,                0.79804,                0.36602,                0.81137,                0.97031,                 0.9596,                0.97925,                0.66057,                 1.2263,                0.48562,                0.88747,              0.0082428,              0.0082428,              0.0082428
                    286,                0.82698,                0.39152,                0.81689,                0.97441,                 0.9575,                 0.9777,                 0.6626,                 1.2078,                0.48257,                0.88706,              0.0082366,              0.0082366,              0.0082366
                    287,                0.80955,                0.38086,                0.82305,                0.97402,                0.95827,                0.97708,                0.66217,                 1.2085,                0.48947,                0.88565,              0.0082304,              0.0082304,              0.0082304
                    288,                0.81765,                0.38098,                0.81782,                0.97622,                0.95131,                 0.9742,                0.66364,                  1.215,                0.49371,                0.88419,              0.0082242,              0.0082242,              0.0082242
                    289,                0.85307,                0.39554,                0.81645,                0.97826,                0.94977,                0.97299,                0.65564,                 1.1972,                0.49087,                0.88526,               0.008218,               0.008218,               0.008218
                    290,                0.81823,                0.38211,                0.80813,                0.97521,                0.95981,                0.97628,                0.66312,                 1.1956,                0.49017,                0.88465,              0.0082118,              0.0082118,              0.0082118
                    291,                0.82527,                0.37815,                0.81114,                0.97568,                0.96131,                0.97713,                0.66133,                 1.2064,                0.49322,                0.88553,              0.0082056,              0.0082056,              0.0082056
                    292,                0.81187,                0.36998,                0.80581,                0.97553,                0.95516,                0.97798,                0.66132,                 1.1986,                0.48485,                0.88373,              0.0081994,              0.0081994,              0.0081994
                    293,                0.82488,                0.38161,                0.81337,                0.97063,                 0.9575,                0.97692,                0.65909,                 1.2093,                0.49064,                0.88565,              0.0081932,              0.0081932,              0.0081932
                    294,                0.79452,                 0.3593,                0.80838,                0.97859,                0.95372,                0.97871,                0.66019,                 1.2037,                0.48131,                0.88339,              0.0081871,              0.0081871,              0.0081871
                    295,                0.79765,                0.36938,                0.80887,                0.96652,                0.95917,                0.97807,                0.66194,                 1.2146,                0.48121,                0.88732,              0.0081809,              0.0081809,              0.0081809
                    296,                0.81309,                0.37543,                0.81139,                0.97016,                0.95476,                0.97665,                0.66291,                 1.1908,                0.48097,                0.88462,              0.0081747,              0.0081747,              0.0081747
                    297,                0.78447,                0.37102,                0.81464,                0.98156,                0.94587,                0.97749,                0.66302,                 1.1904,                0.47991,                 0.8857,              0.0081685,              0.0081685,              0.0081685
                    298,                0.78575,                0.36145,                0.80513,                0.98021,                0.95209,                0.97755,                0.66119,                 1.1814,                0.48566,                0.88288,              0.0081623,              0.0081623,              0.0081623
                    299,                0.78544,                0.36526,                0.80121,                0.97315,                 0.9522,                0.97772,                0.67102,                 1.1701,                0.48641,                0.88187,              0.0081561,              0.0081561,              0.0081561
                    300,                0.80012,                0.37099,                 0.8074,                0.97702,                0.95277,                0.97854,                0.66841,                 1.1811,                0.48646,                  0.882,              0.0081499,              0.0081499,              0.0081499
                    301,                0.78127,                0.37585,                0.81504,                0.97922,                0.94665,                0.97844,                0.66289,                 1.1921,                0.48208,                0.88459,              0.0081437,              0.0081437,              0.0081437
                    302,                0.82143,                0.38466,                0.81163,                 0.9718,                0.95859,                0.98001,                0.66984,                 1.1898,                0.48252,                0.88457,              0.0081376,              0.0081376,              0.0081376
                    303,                 0.7877,                0.36271,                0.80416,                0.97708,                0.95554,                0.98072,                0.67867,                 1.1855,                0.49034,                0.88373,              0.0081314,              0.0081314,              0.0081314
                    304,                0.77658,                0.36322,                0.80846,                0.98127,                0.95518,                0.98003,                0.66971,                  1.197,                0.48134,                0.88269,              0.0081252,              0.0081252,              0.0081252
                    305,                0.80252,                0.37395,                0.81539,                 0.9782,                0.95827,                0.98249,                0.66697,                 1.1874,                0.47725,                0.88274,               0.008119,               0.008119,               0.008119
                    306,                0.77594,                0.36703,                0.80264,                0.97762,                0.96059,                0.98088,                 0.6675,                 1.1804,                0.47806,                0.88387,              0.0081128,              0.0081128,              0.0081128
                    307,                0.77948,                0.37108,                0.81089,                0.97976,                0.95131,                0.97956,                0.67577,                 1.1738,                0.48886,                0.88229,              0.0081066,              0.0081066,              0.0081066
                    308,                0.79167,                0.37077,                0.80605,                0.97554,                0.95529,                0.98025,                0.68305,                 1.1819,                 0.4901,                0.88447,              0.0081004,              0.0081004,              0.0081004
                    309,                0.80047,                0.37197,                0.81563,                0.98245,                0.95191,                0.97805,                0.67641,                 1.1907,                0.48307,                0.88403,              0.0080942,              0.0080942,              0.0080942
                    310,                0.77578,                 0.3589,                0.80925,                0.98247,                0.95267,                0.97854,                0.67445,                 1.1769,                0.47239,                0.88091,              0.0080881,              0.0080881,              0.0080881
                    311,                0.77725,                0.35799,                0.80253,                 0.9778,                0.96136,                0.97877,                0.67107,                  1.171,                0.46415,                0.88325,              0.0080819,              0.0080819,              0.0080819
                    312,                0.78521,                 0.3675,                0.80473,                0.97358,                0.95672,                0.97829,                0.67138,                  1.181,                0.46768,                0.88277,              0.0080757,              0.0080757,              0.0080757
                    313,                0.77908,                0.36355,                0.80971,                0.98009,                0.95113,                0.97991,                0.67098,                 1.1667,                0.48684,                0.88014,              0.0080695,              0.0080695,              0.0080695
                    314,                 0.7779,                0.35825,                0.81433,                0.97547,                0.95281,                0.97983,                 0.6819,                 1.1749,                0.48992,                0.88238,              0.0080633,              0.0080633,              0.0080633
                    315,                0.77922,                0.35484,                0.80863,                0.97496,                0.95363,                0.97886,                0.68334,                 1.1553,                0.48075,                0.87913,              0.0080571,              0.0080571,              0.0080571
                    316,                0.79441,                0.37585,                0.81335,                 0.9683,                0.95595,                0.97696,                0.67712,                 1.1489,                 0.4722,                0.87817,              0.0080509,              0.0080509,              0.0080509
                    317,                0.80097,                0.36996,                0.80495,                0.97329,                0.95736,                 0.9796,                0.68169,                 1.1634,                0.47494,                0.88025,              0.0080447,              0.0080447,              0.0080447
                    318,                0.76474,                0.36029,                0.80637,                0.97122,                0.95904,                 0.9798,                0.67243,                 1.1495,                0.46722,                0.88152,              0.0080386,              0.0080386,              0.0080386
                    319,                0.76758,                0.34727,                0.79812,                0.97034,                0.96068,                0.97914,                0.67324,                 1.1554,                0.46134,                0.88311,              0.0080324,              0.0080324,              0.0080324
                    320,                  0.784,                0.36265,                0.81426,                0.97321,                0.95465,                0.97763,                0.67271,                 1.1682,                0.46472,                0.88322,              0.0080262,              0.0080262,              0.0080262
                    321,                0.76034,                0.35152,                0.80552,                0.97667,                0.95595,                0.97996,                0.67545,                 1.1706,                0.47444,                0.88325,                0.00802,                0.00802,                0.00802
                    322,                0.77314,                0.36983,                0.81051,                0.97751,                0.95595,                0.97998,                0.67777,                 1.1587,                 0.4704,                0.88106,              0.0080138,              0.0080138,              0.0080138
                    323,                0.73874,                0.35284,                0.80292,                0.98634,                0.94873,                0.98144,                0.67843,                 1.1672,                0.47084,                0.88253,              0.0080076,              0.0080076,              0.0080076
                    324,                0.77712,                0.36255,                  0.798,                0.97337,                0.95827,                0.97971,                0.68161,                 1.1669,                0.47209,                0.88251,              0.0080014,              0.0080014,              0.0080014
                    325,                0.77331,                0.36065,                0.80504,                0.97572,                0.96254,                0.98261,                0.67844,                 1.1681,                0.47004,                0.88202,              0.0079953,              0.0079953,              0.0079953
                    326,                0.79046,                0.36476,                0.80477,                0.97274,                  0.965,                0.97989,                 0.6738,                 1.1673,                0.47205,                0.87971,              0.0079891,              0.0079891,              0.0079891
                    327,                0.75619,                0.36128,                0.80951,                0.98142,                0.95595,                0.97936,                0.66924,                 1.1703,                0.47782,                0.87941,              0.0079829,              0.0079829,              0.0079829
                    328,                0.78641,                0.36087,                0.81236,                0.97096,                 0.9561,                0.97804,                  0.675,                 1.1748,                0.48295,                0.88304,              0.0079767,              0.0079767,              0.0079767
                    329,                0.77375,                0.37086,                0.80188,                0.97265,                0.96202,                0.97924,                0.67698,                 1.1671,                0.46382,                0.88263,              0.0079705,              0.0079705,              0.0079705
                    330,                0.78101,                0.36023,                0.80663,                0.96977,                0.95131,                0.97784,                0.67828,                 1.1583,                0.46332,                0.87841,              0.0079643,              0.0079643,              0.0079643
                    331,                0.76616,                0.35632,                0.80942,                0.97858,                0.95595,                0.97865,                0.67361,                 1.1634,                0.47419,                0.87829,              0.0079581,              0.0079581,              0.0079581
                    332,                0.77763,                0.36726,                0.80863,                0.97572,                0.95209,                 0.9786,                0.67485,                 1.1629,                0.47407,                0.87626,              0.0079519,              0.0079519,              0.0079519
                    333,                0.77959,                0.36398,                0.81047,                 0.9729,                0.95518,                0.97728,                0.67361,                 1.1549,                0.46886,                0.87892,              0.0079457,              0.0079457,              0.0079457
                    334,                0.73693,                0.36331,                0.80627,                0.97932,                0.95827,                0.97907,                0.67335,                 1.1527,                0.46555,                0.88046,              0.0079396,              0.0079396,              0.0079396
                    335,                0.75731,                0.36248,                0.80323,                 0.9702,                0.95614,                 0.9786,                0.67215,                 1.1646,                0.46453,                0.88304,              0.0079334,              0.0079334,              0.0079334
                    336,                0.81874,                0.37304,                0.81148,                0.97536,                0.94977,                 0.9777,                0.67356,                 1.1624,                0.47766,                0.88181,              0.0079272,              0.0079272,              0.0079272
                    337,                 0.7431,                0.35709,                0.80665,                0.97788,                  0.949,                0.98019,                 0.6758,                 1.1587,                0.47365,                0.88194,               0.007921,               0.007921,               0.007921
                    338,                0.76353,                0.36208,                0.80935,                0.97242,                0.95131,                0.98167,                0.67912,                 1.1549,                 0.4703,                 0.8831,              0.0079148,              0.0079148,              0.0079148
                    339,                0.78024,                 0.3597,                0.80574,                0.96736,                0.95518,                0.97893,                0.68399,                 1.1343,                0.46179,                0.88055,              0.0079086,              0.0079086,              0.0079086
                    340,                0.72391,                0.34808,                0.80753,                0.96888,                0.96233,                 0.9787,                0.68613,                 1.1346,                  0.463,                0.87709,              0.0079024,              0.0079024,              0.0079024
                    341,                0.73936,                0.34078,                0.80548,                0.97691,                0.95595,                0.97871,                 0.6811,                 1.1455,                 0.4604,                0.87928,              0.0078963,              0.0078963,              0.0078963
                    342,                0.75425,                0.35479,                 0.8021,                 0.9637,                 0.9644,                0.98039,                0.68599,                 1.1402,                0.46797,                0.87769,              0.0078901,              0.0078901,              0.0078901
                    343,                0.72754,                0.34754,                0.80793,                0.97252,                0.95827,                0.98032,                0.68674,                 1.1491,                0.47218,                0.88024,              0.0078839,              0.0078839,              0.0078839
                    344,                0.73643,                0.34042,                0.80794,                0.97855,                0.95195,                 0.9804,                 0.6945,                 1.1448,                 0.4703,                0.88269,              0.0078777,              0.0078777,              0.0078777
                    345,                0.74901,                0.35172,                0.80646,                0.97859,                0.95363,                0.97909,                0.68483,                 1.1418,                0.46604,                0.87999,              0.0078715,              0.0078715,              0.0078715
                    346,                0.76143,                 0.3524,                0.80397,                0.98151,                0.95131,                0.97802,                0.68893,                 1.1366,                0.46327,                0.87971,              0.0078653,              0.0078653,              0.0078653
                    347,                0.74237,                0.34461,                0.80858,                0.97109,                0.96062,                0.97903,                 0.6838,                  1.143,                0.47077,                0.87885,              0.0078591,              0.0078591,              0.0078591
                    348,                0.73696,                0.35136,                0.80834,                0.98001,                0.94732,                0.97767,                0.67924,                 1.1426,                0.46868,                0.87968,              0.0078529,              0.0078529,              0.0078529
                    349,                0.77019,                0.36648,                0.80405,                0.96534,                0.95827,                0.97773,                0.68132,                 1.1371,                0.46033,                0.88028,              0.0078467,              0.0078467,              0.0078467
                    350,                0.73242,                0.34615,                0.80069,                0.97606,                 0.9452,                0.97879,                0.69131,                  1.143,                0.46636,                0.88199,              0.0078406,              0.0078406,              0.0078406
                    351,                0.70773,                0.34123,                0.80562,                0.97554,                0.95529,                0.98053,                 0.6885,                 1.1459,                0.46718,                0.88036,              0.0078344,              0.0078344,              0.0078344
                    352,                0.74948,                0.35346,                  0.809,                0.97264,                 0.9617,                0.97987,                0.68317,                 1.1393,                 0.4576,                0.87748,              0.0078282,              0.0078282,              0.0078282
                    353,                0.75205,                0.35645,                0.80493,                0.98258,                0.95895,                0.98146,                0.68508,                 1.1378,                 0.4634,                0.87827,               0.007822,               0.007822,               0.007822
                    354,                 0.7632,                0.35352,                0.81032,                0.97038,                0.96217,                0.98088,                0.68666,                 1.1424,                0.46881,                0.87944,              0.0078158,              0.0078158,              0.0078158
                    355,                0.73636,                0.35319,                0.80037,                0.97333,                0.95902,                0.98026,                 0.6879,                 1.1481,                0.47154,                0.88174,              0.0078096,              0.0078096,              0.0078096
                    356,                 0.7612,                0.36922,                0.80537,                0.96912,                0.95518,                0.97556,                 0.6822,                 1.1507,                0.47272,                0.88155,              0.0078034,              0.0078034,              0.0078034
